call	phase	width	base	selected	effective	entry_active	local_peak	ops_added
373	tlm_apply_forward_mod_add_register	256	69	67	63	1091	1091	4575
374	tlm_apply_forward_mod_add_register	256	68	66	62	1092	1092	4575
375	tlm_apply_forward_mod_add_register	256	69	67	63	1091	1091	4575
376	tlm_apply_forward_mod_add_register	256	68	66	62	1092	1092	4575
377	tlm_apply_forward_mod_add_register	256	69	67	63	1091	1091	4575
378	tlm_apply_forward_mod_add_register	256	68	66	62	1092	1092	4575
379	tlm_apply_forward_mod_add_register	256	69	67	63	1091	1091	4575
380	tlm_apply_forward_mod_add_register	256	68	66	62	1092	1092	4575
381	tlm_apply_forward_mod_add_register	256	71	69	65	1089	1089	4575
382	tlm_apply_forward_mod_add_register	256	72	70	66	1088	1088	4575
383	tlm_apply_forward_mod_add_register	256	71	69	65	1089	1089	4575
384	tlm_apply_forward_mod_add_register	256	72	70	66	1088	1088	4575
385	tlm_apply_forward_mod_add_register	256	73	71	67	1087	1087	4262
386	tlm_apply_forward_mod_add_register	256	72	70	66	1088	1088	4575
387	tlm_apply_forward_mod_add_register	256	71	69	65	1089	1089	4575
388	tlm_apply_forward_mod_add_register	256	72	70	66	1088	1088	4575
389	tlm_apply_forward_mod_add_register	256	71	69	65	1089	1089	4575
390	tlm_apply_forward_mod_add_register	256	72	70	66	1088	1088	4575
391	tlm_apply_forward_mod_add_register	256	73	71	67	1087	1087	4262
392	tlm_apply_forward_mod_add_register	256	72	70	66	1088	1088	4575
393	tlm_apply_forward_mod_add_register	256	73	71	67	1087	1087	4262
394	tlm_apply_forward_mod_add_register	256	74	72	68	1086	1086	4262
395	tlm_apply_forward_mod_add_register	256	73	71	67	1087	1087	4262
396	tlm_apply_forward_mod_add_register	256	76	74	70	1084	1084	4262
397	tlm_apply_forward_mod_add_register	256	75	73	69	1085	1085	4262
398	tlm_apply_forward_mod_add_register	256	74	72	68	1086	1086	4262
399	tlm_apply_forward_mod_add_register	256	75	73	69	1085	1085	4262
400	tlm_apply_forward_mod_add_register	256	78	76	72	1082	1082	4262
401	tlm_apply_forward_mod_add_register	256	77	75	71	1083	1083	4262
402	tlm_apply_forward_mod_add_register	256	78	76	72	1082	1082	4262
403	tlm_apply_forward_mod_add_register	256	79	77	73	1081	1081	4262
404	tlm_apply_forward_mod_add_register	256	78	76	72	1082	1082	4262
405	tlm_apply_forward_mod_add_register	256	77	75	71	1083	1083	4262
406	tlm_apply_forward_mod_add_register	256	78	76	72	1082	1082	4262
407	tlm_apply_forward_mod_add_register	256	77	75	71	1083	1083	4262
408	tlm_apply_forward_mod_add_register	256	78	76	72	1082	1082	4262
409	tlm_apply_forward_mod_add_register	256	79	77	73	1081	1081	4262
410	tlm_apply_forward_mod_add_register	256	78	76	72	1082	1082	4262
411	tlm_apply_forward_mod_add_register	256	79	77	73	1081	1081	4262
412	tlm_apply_forward_mod_add_register	256	82	80	76	1078	1078	4262
413	tlm_apply_forward_mod_add_register	256	79	77	73	1081	1081	4262
414	tlm_apply_forward_mod_add_register	256	80	78	74	1080	1080	4262
415	tlm_apply_forward_mod_add_register	256	83	81	77	1077	1077	4262
416	tlm_apply_forward_mod_add_register	256	80	78	74	1080	1080	4262
417	tlm_apply_forward_mod_add_register	256	81	79	75	1079	1079	4262
418	tlm_apply_forward_mod_add_register	256	82	80	76	1078	1078	4262
419	tlm_apply_forward_mod_add_register	256	83	81	77	1077	1077	4262
420	tlm_apply_forward_mod_add_register	256	82	80	76	1078	1078	4262
421	tlm_apply_forward_mod_add_register	256	85	83	75	1079	1079	4262
422	tlm_apply_forward_mod_add_register	256	84	82	74	1080	1080	4262
423	tlm_apply_forward_mod_add_register	256	85	83	75	1079	1079	4262
424	tlm_apply_forward_mod_add_register	256	86	84	76	1078	1078	4262
425	tlm_apply_forward_mod_add_register	256	85	83	75	1079	1079	4262
426	tlm_apply_forward_mod_add_register	256	84	82	74	1080	1080	4262
427	tlm_apply_forward_mod_add_register	256	85	83	75	1079	1079	4262
428	tlm_apply_forward_mod_add_register	256	86	84	76	1078	1078	4262
429	tlm_apply_forward_mod_add_register	256	87	85	77	1077	1077	4262
430	tlm_apply_forward_mod_add_register	256	88	86	78	1076	1076	4262
431	tlm_apply_forward_mod_add_register	256	87	85	77	1077	1077	4262
432	tlm_apply_forward_mod_add_register	256	88	86	78	1076	1076	4262
433	tlm_apply_forward_mod_add_register	256	89	87	79	1075	1075	4262
434	tlm_apply_forward_mod_add_register	256	88	86	78	1076	1076	4262
435	tlm_apply_forward_mod_add_register	256	89	87	79	1075	1075	4262
436	tlm_apply_forward_mod_add_register	256	90	88	80	1074	1074	4262
437	tlm_apply_forward_mod_add_register	256	89	87	79	1075	1075	4262
438	tlm_apply_forward_mod_add_register	256	90	88	80	1074	1074	4262
439	tlm_apply_forward_mod_add_register	256	91	89	81	1073	1073	4262
440	tlm_apply_forward_mod_add_register	256	90	88	80	1074	1074	4262
441	tlm_apply_forward_mod_add_register	256	91	89	81	1073	1073	4262
442	tlm_apply_forward_mod_add_register	256	92	90	82	1072	1072	4262
443	tlm_apply_forward_mod_add_register	256	91	89	81	1073	1073	4262
444	tlm_apply_forward_mod_add_register	256	92	90	82	1072	1072	4262
445	tlm_apply_forward_mod_add_register	256	93	91	83	1071	1071	4262
446	tlm_apply_forward_mod_add_register	256	92	90	82	1072	1072	4262
447	tlm_apply_forward_mod_add_register	256	93	91	83	1071	1071	4262
448	tlm_apply_forward_mod_add_register	256	94	92	84	1070	1070	4262
449	tlm_apply_forward_mod_add_register	256	93	91	83	1071	1071	4262
450	tlm_apply_forward_mod_add_register	256	94	92	84	1070	1070	4262
451	tlm_apply_forward_mod_add_register	256	95	93	85	1069	1069	4262
452	tlm_apply_forward_mod_add_register	256	94	92	84	1070	1070	4262
453	tlm_apply_forward_mod_add_register	256	95	93	85	1069	1069	4262
454	tlm_apply_forward_mod_add_register	256	96	94	86	1068	1068	4262
455	tlm_apply_forward_mod_add_register	256	95	93	85	1069	1069	4262
456	tlm_apply_forward_mod_add_register	256	96	94	86	1068	1068	4262
457	tlm_apply_forward_mod_add_register	256	97	95	87	1067	1067	4262
458	tlm_apply_forward_mod_add_register	256	96	94	86	1068	1068	4262
459	tlm_apply_forward_mod_add_register	256	97	95	87	1067	1067	4262
460	tlm_apply_forward_mod_add_register	256	98	96	88	1066	1066	3949
461	tlm_apply_forward_mod_add_register	256	97	95	87	1067	1067	4262
462	tlm_apply_forward_mod_add_register	256	98	96	88	1066	1066	3949
463	tlm_apply_forward_mod_add_register	256	99	97	89	1065	1065	3949
464	tlm_apply_forward_mod_add_register	256	98	96	88	1066	1066	3949
465	tlm_apply_forward_mod_add_register	256	99	97	89	1065	1065	3949
466	tlm_apply_forward_mod_add_register	256	100	98	90	1064	1064	3949
467	tlm_apply_forward_mod_add_register	256	99	97	89	1065	1065	3949
468	tlm_apply_forward_mod_add_register	256	100	98	90	1064	1064	3949
469	tlm_apply_forward_mod_add_register	256	101	99	91	1063	1063	3949
470	tlm_apply_forward_mod_add_register	256	100	98	90	1064	1064	3949
471	tlm_apply_forward_mod_add_register	256	101	99	91	1063	1063	3949
472	tlm_apply_forward_mod_add_register	256	102	100	92	1062	1062	3949
473	tlm_apply_forward_mod_add_register	256	101	99	91	1063	1063	3949
474	tlm_apply_forward_mod_add_register	256	102	100	92	1062	1062	3949
475	tlm_apply_forward_mod_add_register	256	103	101	93	1061	1061	3949
476	tlm_apply_forward_mod_add_register	256	102	100	92	1062	1062	3949
477	tlm_apply_forward_mod_add_register	256	103	101	93	1061	1061	3949
478	tlm_apply_forward_mod_add_register	256	104	102	94	1060	1060	3949
479	tlm_apply_forward_mod_add_register	256	103	101	93	1061	1061	3949
480	tlm_apply_forward_mod_add_register	256	104	102	94	1060	1060	3949
481	tlm_apply_forward_mod_add_register	256	105	103	95	1059	1059	3949
482	tlm_apply_forward_mod_add_register	256	104	102	94	1060	1060	3949
483	tlm_apply_forward_mod_add_register	256	105	103	95	1059	1059	3949
484	tlm_apply_forward_mod_add_register	256	106	104	96	1058	1058	3949
485	tlm_apply_forward_mod_add_register	256	105	103	95	1059	1059	3949
486	tlm_apply_forward_mod_add_register	256	106	104	96	1058	1058	3949
487	tlm_apply_forward_mod_add_register	256	107	105	97	1057	1057	3949
488	tlm_apply_forward_mod_add_register	256	106	104	96	1058	1058	3949
489	tlm_apply_forward_mod_add_register	256	107	105	97	1057	1057	3949
490	tlm_apply_forward_mod_add_register	256	108	106	98	1056	1056	3949
491	tlm_apply_forward_mod_add_register	256	107	105	97	1057	1057	3949
492	tlm_apply_forward_mod_add_register	256	108	106	98	1056	1056	3949
493	tlm_apply_forward_mod_add_register	256	109	107	99	1055	1055	3949
494	tlm_apply_forward_mod_add_register	256	108	106	98	1056	1056	3949
495	tlm_apply_forward_mod_add_register	256	109	107	99	1055	1055	3949
496	tlm_apply_forward_mod_add_register	256	110	108	100	1054	1054	3949
497	tlm_apply_forward_mod_add_register	256	109	107	99	1055	1055	3949
498	tlm_apply_forward_mod_add_register	256	110	108	100	1054	1054	3949
499	tlm_apply_forward_mod_add_register	256	111	109	101	1053	1053	3949
500	tlm_apply_forward_mod_add_register	256	110	108	100	1054	1054	3949
501	tlm_apply_forward_mod_add_register	256	111	109	101	1053	1053	3949
502	tlm_apply_forward_mod_add_register	256	112	110	102	1052	1052	3949
503	tlm_apply_forward_mod_add_register	256	111	109	101	1053	1053	3949
504	tlm_apply_forward_mod_add_register	256	112	110	102	1052	1052	3949
505	tlm_apply_forward_mod_add_register	256	113	111	103	1051	1051	3949
506	tlm_apply_forward_mod_add_register	256	112	110	102	1052	1052	3949
507	tlm_apply_forward_mod_add_register	256	113	111	103	1051	1051	3949
508	tlm_apply_forward_mod_add_register	256	114	112	104	1050	1050	3949
509	tlm_apply_forward_mod_add_register	256	113	111	103	1051	1051	3949
510	tlm_apply_forward_mod_add_register	256	114	112	104	1050	1050	3949
511	tlm_apply_forward_mod_add_register	256	115	113	105	1049	1049	3949
512	tlm_apply_forward_mod_add_register	256	116	114	106	1048	1048	3949
513	tlm_apply_forward_mod_add_register	256	119	117	109	1045	1045	3949
514	tlm_apply_forward_mod_add_register	256	122	120	112	1042	1042	3949
515	tlm_apply_forward_mod_add_register	256	123	121	113	1041	1041	3949
516	tlm_apply_forward_mod_add_register	256	126	124	116	1038	1038	3949
517	tlm_apply_forward_mod_add_register	256	129	127	119	1035	1035	3949
518	tlm_apply_forward_mod_add_register	256	130	128	120	1034	1034	3949
519	tlm_apply_forward_mod_add_register	256	133	131	123	1031	1031	3949
520	tlm_apply_forward_mod_add_register	256	136	134	126	1028	1028	3949
521	tlm_apply_forward_mod_add_register	256	138	136	128	1026	1026	3949
